AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality
Cat       ,Billy,TABBY     ,TABBY ,BlackWhite,Y,M,3,SIPPY DOWNS
D         ,Coco,CAVOODLE  ,CAVOOD,Ruby      ,Y,F,3,MOOLOOLABA
D         ,Maxi Girl,CAVOODLE  ,CAVOOD,Black     ,Y,F,5,MAROOCHYDORE
D         ,Bonnie,MALTESEX  ,MALTES,White     ,Y,F,5,MAROOCHYDORE
D         ,Diesel,HEELERX   ,HEELER,Blue      ,Y,M,3,KULUIN
D         ,Obie,BULLDOGFR ,BULLDO,BlackBrind,N,M,3,MOFFAT BEACH
D         ,Sage,STAFFRDBT ,STAFFR,TriColour ,Y,F,3,BOKARINA
D         ,Willow,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,3,TWIN WATERS
D         ,Lucy,JACKRUSMN ,JACKRU,BlackWhite,Y,F,8,MAPLETON
D         ,Buddy,BULLTERR  ,BULLTE,White     ,Y,M,6,CURRAMORE
D         ,Mocha,DACHSHUND ,DACHSH,BlackTan  ,Y,F,8,MERIDAN PLAINS
D         ,Tuppence,CAVOODLE  ,CAVOOD,WhiteApric,Y,F,5,COOLABINE
D         ,ben,STAFFRDBTX,STAFFR,Red       ,Y,M,3,PELICAN WATERS
D         ,Luxie,ROTTWEILR ,ROTTWE,Black     ,Y,F,3,BEERBURRUM
D         ,Max,JACKRUSSLX,JACKRU,BeigeWhite,Y,M,3,CALOUNDRA WEST
D         ,Grumble,MASTIFFX  ,MASTIF,Brindle   ,N,F,3,EUDLO
D         ,Cali,CATTLEDOG ,CATTLE,Blue      ,Y,F,3,MOOLOOLAH VALLEY
D         ,Luna,LABRADOR  ,LABRAD,Black     ,Y,F,3,BUDERIM
D         ,Andre,MIXED     ,MIXED ,BlackGrey ,Y,M,9,VERRIERDALE
Cat       ,Tigger,DOMMH     ,DOMMH ,Ginger    ,Y,M,3,GLASS HOUSE MOUNTAINS
Cat       ,Kate,DOMSH     ,DOMSH ,BlueGrey  ,Y,F,4,YANDINA CREEK
D         ,MoMo,SHIHTZUX  ,SHIHTZ,Multicol  ,Y,M,5,WURTULLA
D         ,Phoebe,GREATDANEX,GREATD,WhiteBlack,Y,F,3,PACIFIC PARADISE
D         ,Gracie Trachter,LABRADORX ,LABRAD,Black     ,Y,F,5,YAROOMBA
D         ,Juliette,BULLARAB  ,BULLAR,Tan       ,Y,F,3,GOLDEN BEACH
D         ,Ellie,RIDGEBACK ,RIDGEB,Tan       ,Y,F,5,PALMVIEW
D         ,Aston,BOXER     ,BOXER ,RedWhite  ,Y,M,3,MOUNT COOLUM
D         ,Sam,KELPIEAUS ,KELPIE,Tan       ,Y,M,6,GLASS HOUSE MOUNTAINS
D         ,Ella,COLLBORDR ,COLLBO,BlackWhite,Y,F,4,REESVILLE
D         ,Bella,STAFFRDAM ,STAFFR,Blue      ,Y,F,5,EUMUNDI
Cat       ,TD,RAGDOLL   ,RAGDOL,Blue      ,Y,M,3,CURRIMUNDI
Cat       ,Buddy,RAGDOLL   ,RAGDOL,SealPoint ,Y,M,3,CURRIMUNDI
D         ,Bindi,FOXTERRIE ,FOXTER,White     ,Y,F,10,NINDERRY
D         ,Napolean,LABRADOR  ,LABRAD,Black     ,Y,M,6,CALOUNDRA WEST
D         ,Harley,COLLBORDR ,COLLBO,BlackWhite,Y,M,3,WURTULLA
D         ,Lulu,CHIHUAHUAX,CHIHUA,BlackWhite,Y,F,8,ALEXANDRA HEADLAND
D         ,Maggie,CHIHUAHUAX,CHIHUA,TanWhite  ,Y,F,8,ALEXANDRA HEADLAND
D         ,Kaos,STAFFRDAM ,STAFFR,Red       ,Y,M,7,BLI BLI
D         ,Teddy,CHIHUAHUAX,CHIHUA,WhiteBrown,Y,M,4,BUDERIM
D         ,Marla,KELPIEAUSX,KELPIE,Chocolate ,Y,F,5,BUDERIM
D         ,Buddy,LABRADOR  ,LABRAD,Brown     ,N,M,42,MALENY
D         ,Hunter,MASTIFNEPX,MASTIF,Brindle   ,Y,M,3,NAMBOUR
Cat       ,Wesley Snipe,DOMSH     ,DOMSH ,Black     ,Y,M,2,NAMBOUR
Cat       ,Rain,DOMMH     ,DOMMH ,Grey      ,Y,F,2,PALMWOODS
D         ,Buddy,RIDGEBACK ,RIDGEB,RedWheaten,Y,M,3,BUDERIM
Cat       ,Kelly,DOMSH     ,DOMSH ,Tortoise  ,Y,F,4,MOUNT MELLUM
Cat       ,Gemma,DOMSH     ,DOMSH ,Tabby     ,Y,F,2,YANDINA
Cat       ,Tori,TABBY     ,TABBY ,Tortoise  ,Y,F,13,NAMBOUR
D         ,India,JACKRUSSL ,JACKRU,BrownWhite,Y,F,9,MOUNTAIN CREEK
D         ,Baxter,SHIHTZUX  ,SHIHTZ,BlackWhite,N,M,11,ROSEMOUNT
Cat       ,Angel,DOMSH     ,DOMSH ,Black     ,Y,F,2,LITTLE MOUNTAIN
Cat       ,Opie,SEMI LONG ,SEMI L,GreyWhite ,Y,M,3,MOUNTAIN CREEK
D         ,Caesar,RETRIEVGD ,RETRIE,Gold      ,Y,M,5,LANDSBOROUGH
D         ,Ella,LABRADOR  ,LABRAD,Chocolate ,Y,F,3,WARANA
D         ,Koda,GERMNSHEP ,GERMNS,BlackBrown,Y,F,6,CURRIMUNDI
D         ,Optimus,GERMNSHEP ,GERMNS,BlackFawn ,Y,M,4,CURRIMUNDI
Cat       ,Ollie,TABBY     ,TABBY ,WhiteFawn ,Y,M,6,CURRIMUNDI
D         ,Bella,SPANIELTB ,SPANIE,BlackWhite,Y,F,5,LANDSBOROUGH
D         ,Slim,CATTLEDOG ,CATTLE,BlackBrind,Y,M,6,PALMWOODS
D         ,Duke,ROTTWEILR ,ROTTWE,BlackTanSi,Y,M,8,WEST WOOMBYE
D         ,Charlotte,SHIHTZUX  ,SHIHTZ,Multicol  ,Y,F,8,SIPPY DOWNS
Cat       ,Spider,SIAMESE   ,SIAMES,BeigeWhite,Y,M,8,MOOLOOLABA
Cat       ,Chloe,RAGDOLL   ,RAGDOL,Tortoise  ,Y,F,6,WEST WOOMBYE
D         ,Holly,LABRADOR  ,LABRAD,Chocolate ,N,F,3,WEST WOOMBYE
D         ,Miss Pepper Pants,FOXTERRMNX,FOXTER,White     ,Y,F,3,PEREGIAN BEACH
D         ,Bumpy,MALTESEX  ,MALTES,WhiteTan  ,Y,M,9,AROONA
D         ,Oscar,MALTESEX  ,MALTES,White     ,Y,M,10,AROONA
D         ,Archie,STAGHOUNDX,STAGHO,White     ,N,M,5,LANDSBOROUGH
D         ,Brixton,BULLTERR  ,BULLTE,BrindlWhit,Y,M,3,MARCOOLA
D         ,Louis,SPOODLE   ,SPOODL,BlackWhite,Y,M,4,COOLUM BEACH
D         ,Pepper,BULLARABX ,BULLAR,WhiteBrind,Y,F,4,MOUNTAIN CREEK
D         ,Millie,LABRADORX ,LABRAD,Black     ,Y,F,3,AROONA
D         ,Hugo,RETRIEVGD ,RETRIE,Apricot   ,Y,M,3,MOUNT COOLUM
D         ,Zivita,RETRIEVGD ,RETRIE,Cream     ,Y,F,7,SIPPY DOWNS
D         ,Dougal,SHIHTZUX  ,SHIHTZ,Blenheim  ,Y,M,3,PARREARRA
Cat       ,T.J,DOMLH     ,DOMLH ,Ginger    ,Y,M,13,BEERWAH
D         ,Orio,COLLBORDR ,COLLBO,BrownBlack,Y,F,3,NAMBOUR
D         ,Wicket,SHIHTZU   ,SHIHTZ,BrownBlack,Y,F,3,BLI BLI
Cat       ,frankie,DOMSH     ,DOMSH ,Black     ,Y,M,4,SIPPY DOWNS
D         ,Lily,CAVOODLE  ,CAVOOD,TanGold   ,Y,F,7,KULUIN
D         ,Evie,PUGX      ,PUG,Fawn      ,Y,F,3,MOUNTAIN CREEK
D         ,Jedda,LABRADOR  ,LABRAD,White     ,Y,F,3,WEST WOOMBYE
D         ,Cruizer,PAPPILLONX,PAPPIL,Tan       ,Y,M,11,MOUNTAIN CREEK
D         ,Tess,ROTTWEILR ,ROTTWE,BlackTan  ,Y,F,4,WURTULLA
Cat       ,Tilly,SEMI LONG ,SEMI L,BlackWhite,Y,F,4,PALMWOODS
D         ,Max,SHIHTZUX  ,SHIHTZ,White     ,Y,M,7,PALMWOODS
D         ,Pepper,LABRADOR  ,LABRAD,Black     ,Y,F,3,PALMVIEW
Cat       ,Gus,DOMSH     ,DOMSH ,Tabby     ,Y,M,2,TWIN WATERS
Cat       ,Emma,SEMI LONG ,SEMI L,Grey      ,Y,F,3,MOUNTAIN CREEK
D         ,Unknown,COLLBORDRX,COLLBO,BlackWhite,Y,F,4,GLASS HOUSE MOUNTAINS
D         ,Jager,STAFFRDBTX,STAFFR,Brown     ,Y,F,3,KULUIN
Cat       ,Dusty,DOMSH     ,DOMSH ,Black     ,Y,F,2,SIPPY DOWNS
D         ,Nugget,STAFFRDBT ,STAFFR,Brindle   ,Y,M,4,MAROOCHYDORE
D         ,Teela,BULLARAB  ,BULLAR,BlackWhite,Y,F,7,BUDERIM
D         ,Blaze,MAREMMSHPX,MAREMM,Black     ,Y,F,9,NAMBOUR
D         ,Lyka,MAREMMSHP ,MAREMM,White     ,Y,F,3,NAMBOUR
D         ,Lucy,JACKRUSSLX,JACKRU,BlackBrind,Y,F,3,MOUNTAIN CREEK
D         ,Ruby,LABRADOR  ,LABRAD,Chocolate ,Y,F,7,BUDERIM
D         ,Evie,LABRADOODL,LABRAD,Black     ,Y,F,2,BUDERIM
D         ,Finn,DACHSHUNDM,DACHSH,BrownTan  ,Y,M,4,MERIDAN PLAINS
Cat       ,Tara,DOMMH     ,DOMMH ,BlueGrey  ,Y,F,4,BUDERIM
D         ,Millie,JACKRUSSLX,JACKRU,BlackTan  ,Y,F,8,GLASS HOUSE MOUNTAINS
D         ,Rusty,CATTLEDOG ,CATTLE,Red       ,Y,M,5,KENILWORTH
D         ,Keyma,TERRIERAUX,TERRIE,BlackBrown,Y,F,3,CALOUNDRA
Cat       ,Lucinda,DOMSH     ,DOMSH ,Tortoise  ,Y,F,5,PACIFIC PARADISE
D         ,Jemma,STAFFRDBT ,STAFFR,BrownBrin ,Y,F,3,BUDERIM
Cat       ,Kit Kat,DOMSH     ,DOMSH ,Ginger    ,Y,F,5,COOLUM BEACH
Cat       ,Rebel,DOMSH     ,DOMSH ,Black     ,Y,M,5,MAROOCHYDORE
D         ,Rocky,BOXER     ,BOXER ,Tan       ,Y,F,3,WARANA
D         ,Tina,BULLDOGAUS,BULLDO,Silver    ,Y,F,5,WURTULLA
D         ,Matilda,MALAMUTEA ,MALAMU,BlackGreyW,Y,F,7,PALMWOODS
D         ,Piper,COLLBORDRX,COLLBO,Black     ,Y,F,7,PALMWOODS
D         ,Wagz,CATTLEDOGX,CATTLE,BlackTan  ,Y,M,3,BLI BLI
Cat       ,Camille,DOMMH     ,DOMMH ,CreamBrown,Y,F,5,CURRIMUNDI
Cat       ,Casper,DOMMH     ,DOMMH ,GreyWhite ,N,M,3,MOUNTAIN CREEK
D         ,Ruby,MALTESEX  ,MALTES,BlackWhite,Y,F,9,COOLUM BEACH
D         ,Kimihiko,SHIBA INU ,SHIBA ,Red       ,Y,F,3,BLI BLI
D         ,Blackie,POODLETOY ,POODLE,Black     ,Y,M,5,IMAGE FLAT
D         ,Lexie,SPANIELCKX,SPANIE,Black     ,Y,F,3,EUMUNDI
D         ,Brandy,KELPIEAUSX,KELPIE,BlackTan  ,Y,F,3,NAMBOUR
D         ,Sandy,LABRADOODL,LABRAD,Cream     ,Y,F,3,BUDERIM
D         ,Roxy,COLLBORDR ,COLLBO,BlackWhite,N,F,4,BLI BLI
D         ,Seanna,CAVOODLE  ,CAVOOD,WhiteTan  ,Y,F,14,MAROOCHYDORE
D         ,Jazmin,PAPPILLONX,PAPPIL,WhiteBrown,Y,F,13,MAROOCHYDORE
D         ,Zara,KELPIEAUS ,KELPIE,BlackTan  ,Y,F,17,BATTERY HILL
D         ,CHARLIE,LABRADOODL,LABRAD,Black     ,Y,M,3,CURRIMUNDI
D         ,Max,STAFFRDBT ,STAFFR,Brown     ,Y,M,2,NAMBOUR
D         ,Red,STAFFRDBT ,STAFFR,Red       ,Y,M,9,WURTULLA
Cat       ,Bardot,DOMSH     ,DOMSH ,CreamDkPts,Y,F,3,PALMWOODS
D         ,Mabel,RETRIEVGD ,RETRIE,Gold      ,Y,F,3,SIPPY DOWNS
D         ,Milky,LABRADORX ,LABRAD,WhiteGing ,Y,F,3,PEREGIAN SPRINGS
D         ,Abbey,POODLEX   ,POODLE,White     ,Y,F,4,PARREARRA
D         ,Maggie,CAVOODLE  ,CAVOOD,Black     ,Y,F,3,LITTLE MOUNTAIN
D         ,Buddy,SPANIELCV ,SPANIE,TriColour ,Y,M,4,PALMWOODS
D         ,Huey,CAVOODLE  ,CAVOOD,GoldWhite ,Y,M,2,WARANA
D         ,Skylar,MASTIFNEP ,MASTIF,BlackBrind,N,F,3,CALOUNDRA WEST
Cat       ,Luna,BURMESE   ,BURMES,Blue      ,Y,F,5,WARANA
D         ,Coco,CAVOODLE  ,CAVOOD,Blenheim  ,Y,F,3,PEREGIAN SPRINGS
D         ,Toby,RIDGEBACK ,RIDGEB,Tan       ,Y,M,7,PEREGIAN SPRINGS
D         ,Gigi,KELPIEAUSX,KELPIE,WhiteTan  ,N,F,4,LANDSBOROUGH
D         ,Billie,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,7,EUDLO
Cat       ,Esme,SEMI LONG ,SEMI L,Grey      ,Y,F,3,CALOUNDRA WEST
D         ,Suzie,JACKRUSSLX,JACKRU,WhiteBlack,Y,F,8,PARREARRA
Cat       ,Onyx,DOMSH     ,DOMSH ,Black     ,Y,F,8,MALENY
Cat       ,Topcoat,DOMSH     ,DOMSH ,Tabby     ,Y,M,4,WOOMBYE
D         ,Bella,LABRADORX ,LABRAD,Black     ,Y,F,3,CALOUNDRA
D         ,Gertie,LABRADOR  ,LABRAD,Yellow    ,Y,F,2,BUDERIM
D         ,BetBet,POODLESTDX,POODLE,Black     ,Y,F,3,LANDSBOROUGH
D         ,Angel,CHIHUAHUA ,CHIHUA,White     ,Y,F,5,LANDSBOROUGH
Cat       ,Garfield,DOMSH     ,DOMSH ,Ginger    ,Y,M,12,LANDSBOROUGH
Cat       ,Munchkin,DOMSH     ,DOMSH ,GreyWhite ,Y,M,9,LANDSBOROUGH
D         ,Nemo,GREYHOUND ,GREYHO,BlueBrind ,Y,M,9,PELICAN WATERS
D         ,Cassie,STAFFRDBTX,STAFFR,WhiteTan  ,Y,F,3,BUDERIM
D         ,Elvis,FOXTERRMN ,FOXTER,WhiteBlack,Y,M,13,PALMWOODS
D         ,Mikey,BELGNSHEPX,BELGNS,Gold      ,Y,M,15,GOLDEN BEACH
D         ,Angelica,SPANIELCV ,SPANIE,TriColour ,Y,F,6,MOUNT COOLUM
D         ,Bradley,SPANIELCV ,SPANIE,TriColour ,Y,M,6,MOUNT COOLUM
Cat       ,Chilli,RAGDOLL   ,RAGDOL,WhiteGrey ,Y,F,3,PARREARRA
D         ,Rosey,CATTLEDOG ,CATTLE,Red       ,Y,F,5,MAROOCHYDORE
D         ,Hazel,LABRADOR  ,LABRAD,Chocolate ,Y,F,3,BUDERIM
D         ,Dalton,CATTLEDOGX,CATTLE,WhiteBlack,Y,M,4,MOFFAT BEACH
D         ,Sasha,KELPIEAUS ,KELPIE,Red       ,N,F,4,KIELS MOUNTAIN
D         ,Max,LABRADOR  ,LABRAD,Gold      ,Y,M,5,BUDERIM
D         ,Millie,CATTLEDOGX,CATTLE,RedTan    ,Y,F,5,MOOLOOLAH VALLEY
D         ,Cruze,CATTLEDOG ,CATTLE,BlueBlack ,N,M,12,GLENVIEW
D         ,Baba Looey,STAFFRDBT ,STAFFR,Black     ,Y,M,3,COOLUM BEACH
Cat       ,Matilda,DOMSH     ,DOMSH ,BlackWhite,Y,F,4,MAPLETON
Cat       ,Joshy,DOMSH     ,DOMSH ,Grey      ,Y,M,2,MOUNT COOLUM
Cat       ,Kingsley,DOMSH     ,DOMSH ,Grey      ,Y,M,2,NAMBOUR
D         ,Marnee,DOBERMANX ,DOBERM,Black     ,Y,F,6,ALEXANDRA HEADLAND
D         ,Borris,DOGUEBOR  ,DOGUEB,Fawn      ,N,M,3,CURRIMUNDI
D         ,Daisy,RETRIEVGD ,RETRIE,Gold      ,Y,F,3,SIPPY DOWNS
D         ,Josie,STAFFRDBT ,STAFFR,Brindle   ,Y,F,11,TANAWHA
D         ,Mogah,CHIHUAHUA ,CHIHUA,BlackWhite,Y,M,6,TANAWHA
D         ,Bundy,LABRADORX ,LABRAD,Blonde    ,Y,M,11,WARANA
D         ,Mia,RETRIEVGD ,RETRIE,Gold      ,Y,F,3,ROSEMOUNT
D         ,Shiloh,BULLARABX ,BULLAR,White     ,Y,U,4,MAPLETON
D         ,Zena,MALTESE   ,MALTES,WhiteGrey ,Y,F,3,SIPPY DOWNS
D         ,Narla,PUGX      ,PUG,Black     ,Y,F,6,FOREST GLEN
D         ,Buddy,MIXED     ,MIXED ,FawnWhite ,N,M,12,COOLUM BEACH
D         ,Trudie Quintana,SPANIELKC ,SPANIE,BlackTanWh,Y,F,5,MOUNTAIN CREEK
D         ,Beadie Quintana,COLLBORDR ,COLLBO,TanWhite  ,Y,M,4,MOUNTAIN CREEK
D         ,Bobby Pearce,COLLBORDR ,COLLBO,BlackWhite,Y,M,4,TANAWHA
D         ,Jazz,ROTTWEILRX,ROTTWE,BlackBroWh,Y,F,9,CALOUNDRA WEST
Cat       ,Charlie,DOMLH     ,DOMLH ,Black     ,Y,M,7,CALOUNDRA WEST
D         ,Billy,HEELERX   ,HEELER,Sandy     ,Y,M,5,MINYAMA
Cat       ,Tommy,DOMMH     ,DOMMH ,Tortoise  ,Y,M,7,MINYAMA
Cat       ,Peppa,DOMMH     ,DOMMH ,Black     ,Y,F,3,MOUNTAIN CREEK
D         ,Meg,KELPIEAUSX,KELPIE,Tan       ,Y,F,3,PALMWOODS
D         ,Marley,CATTLEDOGX,CATTLE,BlackWhite,Y,M,9,MOOLOOLABA
D         ,Coco,CAVOODLE  ,CAVOOD,Fawn      ,Y,F,12,MOUNT COOLUM
D         ,Plio,GERMNSHEP ,GERMNS,Black     ,Y,F,4,PELICAN WATERS
D         ,Layla,STAFFRDBT ,STAFFR,White     ,Y,F,11,MOOLOOLAH VALLEY
D         ,Jazz,STAFFRDBT ,STAFFR,Brown     ,Y,F,14,MOOLOOLAH VALLEY
D         ,Paddy,STAFFRDBTX,STAFFR,WhiteBlack,Y,M,4,AROONA
D         ,Maggie,COLLBORDR ,COLLBO,BlackWhite,Y,F,3,BATTERY HILL
D         ,Krieger,STAFFRDBTX,STAFFR,Brindle   ,Y,M,3,WITTA
D         ,Aisha,MALAMUTEA ,MALAMU,Red       ,Y,F,4,NAMBOUR
Cat       ,Cupcake,DOMSH     ,DOMSH ,BlackWhite,Y,U,2,FOREST GLEN
D         ,Pikelet,BULLARAB  ,BULLAR,WhiteTan  ,Y,M,3,ROSEMOUNT
D         ,Buddy,PUGX      ,PUG,Apricot   ,N,M,2,TWIN WATERS
D         ,Monty,SPANIELSP ,SPANIE,BrownWhite,N,M,3,COES CREEK
Cat       ,Lemon,DOMSH     ,DOMSH ,Ginger    ,Y,M,2,MOUNTAIN CREEK
Cat       ,Tinkerbell,DOMSH     ,DOMSH ,Ginger    ,Y,F,3,MAPLETON
D         ,"Arabella ""Bella""",JACKRUSSL ,JACKRU,WhiteBlakT,Y,F,3,CURRIMUNDI
D         ,Buffie,MALTESE   ,MALTES,White     ,Y,F,16,BUDERIM
D         ,Murray,BULLARABX ,BULLAR,Black     ,Y,M,3,PEREGIAN SPRINGS
D         ,Grace,CAVOODLE  ,CAVOOD,White     ,Y,F,7,BLI BLI
Cat       ,Bruno,RUSSIANBL ,RUSSIA,BlueGrey  ,Y,M,6,BUDERIM
D         ,Bear,ROTTWEILR ,ROTTWE,Black     ,Y,F,8,COOLUM BEACH
Cat       ,Oscar,DOMMH     ,DOMMH ,Ginger    ,Y,M,15,BIRTINYA
D         ,Coco,MALTESE   ,MALTES,White     ,Y,F,12,PEREGIAN SPRINGS
D         ,Charley,MALTESE   ,MALTES,Fawn      ,Y,M,3,MAROOCHYDORE
D         ,Rebel,KELPIEAUS ,KELPIE,BlackTan  ,Y,F,5,BUDERIM
Cat       ,Willow,DOMSH     ,DOMSH ,BlackWhite,Y,F,3,PEACHESTER
Cat       ,Mia,DOMSH     ,DOMSH ,GreyBlack ,Y,F,3,PEACHESTER
D         ,Maddie,DACHSHUNDM,DACHSH,Red       ,Y,F,2,BEERWAH
D         ,Penny,SPANIELCK ,SPANIE,Roan      ,Y,F,2,PELICAN WATERS
D         ,Bugsy,SPANIELSP ,SPANIE,LiverWhite,Y,M,2,WURTULLA
D         ,Lykoan,CHIHUAHUAX,CHIHUA,Black     ,Y,M,8,BEERWAH
D         ,Ruby,MASTIFFX  ,MASTIF,Beige     ,Y,F,10,MOOLOOLABA
D         ,Ava,RIDGEBACKX,RIDGEB,Tan       ,Y,F,8,BUDERIM
Cat       ,Ginger,DOMSH     ,DOMSH ,Ginger    ,Y,M,4,NAMBOUR
D         ,Archie,KELPIEAUS ,KELPIE,BlackBrown,N,M,3,BEERWAH
D         ,Leda,STAFFRDAM ,STAFFR,Cream     ,N,F,5,NAMBOUR
D         ,Marley,GREATDANE ,GREATD,BlackWhite,Y,F,3,PEACHESTER
D         ,Roy,HEELER    ,HEELER,BlueRed   ,Y,M,3,MOUNT COOLUM
D         ,Bow,BICHONFRS ,BICHON,Black     ,Y,M,5,MAROOCHYDORE
D         ,Archer,CHIHUAHUA ,CHIHUA,White     ,Y,M,3,MAROOCHYDORE
Cat       ,Tigga,DOMSH     ,DOMSH ,Black     ,Y,F,7,PEREGIAN SPRINGS
D         ,Frankie,LABRADOR  ,LABRAD,Black     ,Y,F,3,WARANA
D         ,Marlee,DACHSHUNDM,DACHSH,BlackTan  ,Y,F,3,PARREARRA
D         ,Rosie,DACHSHUNDM,DACHSH,DappleGrey,Y,F,3,PARREARRA
Cat       ,Cyril,DOMSH     ,DOMSH ,Black     ,Y,M,7,KULUIN
D         ,Rex,LABRADOODL,LABRAD,Tan       ,Y,M,2,MAROOCHYDORE
D         ,Abe,BEAGLE    ,BEAGLE,TriColour ,Y,M,16,PEREGIAN BEACH
D         ,Floki,BULLARABX ,BULLAR,BlackWhite,Y,M,2,PEREGIAN BEACH
D         ,Holly,GREYHOUND ,GREYHO,Brindle   ,Y,F,9,MINYAMA
D         ,Ruby,SPANIELCV ,SPANIE,BrownWhite,Y,F,8,AROONA
D         ,Bridget,PORTWATER ,PORTWA,Black     ,Y,F,3,PELICAN WATERS
D         ,Baxter,PORTWATER ,PORTWA,Black     ,Y,M,6,PELICAN WATERS
Cat       ,Scooba,DOMSH     ,DOMSH ,Grey      ,Y,M,8,NAMBOUR
Cat       ,Gus,DOMSH     ,DOMSH ,Tabby     ,Y,M,4,NAMBOUR
D         ,Buddy (Scooby),RIDGEBACKX,RIDGEB,Tan       ,Y,M,3,REESVILLE
D         ,Iya,BULLMASTF ,BULLMA,BrindlWhit,Y,F,3,MOUNT COOLUM
D         ,Tibby,SPANIELTBX,SPANIE,TanWhite  ,Y,M,4,BURNSIDE
Cat       ,Velvet,DOMSH     ,DOMSH ,Grey      ,Y,F,2,SIPPY DOWNS
D         ,Choppa,BULLDOGAUS,BULLDO,BrindlWhit,Y,M,3,KULUIN
D         ,Hunter,RIDGEBACKX,RIDGEB,Tan       ,Y,M,9,YAROOMBA
D         ,Bella,POMERANIA ,POMERA,Orange    ,Y,F,7,LANDSBOROUGH
Cat       ,Emily,DOMSH     ,DOMSH ,Tabby     ,Y,F,11,LANDSBOROUGH
Cat       ,Solo,DOMSH     ,DOMSH ,Champagne ,Y,M,2,WURTULLA
Cat       ,Bindi,DOMSH     ,DOMSH ,BlackWhite,Y,F,5,MOUNTAIN CREEK
D         ,Tazz,POMERANIAX,POMERA,BlackWhite,Y,F,8,MOUNTAIN CREEK
D         ,Indie,LABRADOR  ,LABRAD,Chocolate ,Y,F,5,BUDERIM
D         ,Sky,SPANIELKC ,SPANIE,TriColour ,Y,F,5,MOOLOOLABA
D         ,Alli,KELPIEAUS ,KELPIE,Black     ,Y,F,4,NAMBOUR
D         ,Twilight,LABRADORX ,LABRAD,BlackBrind,Y,F,3,WURTULLA
D         ,Bella,COLLBORDR ,COLLBO,BlackWhite,Y,F,4,KIELS MOUNTAIN
D         ,Nala,LABRADOR  ,LABRAD,Yellow    ,Y,M,9,MOUNTAIN CREEK
Cat       ,Olive,TABBY     ,TABBY ,Tabby     ,Y,F,10,PALMWOODS
D         ,Johnno,COLLBORDRX,COLLBO,BlackWhite,N,M,3,EERWAH VALE
Cat       ,Oliver,SIAMESE   ,SIAMES,WhiteGing ,Y,M,6,MAPLETON
D         ,Penny,STAFFRDBT ,STAFFR,White     ,Y,F,6,BUDERIM
D         ,Baja,MALTESEX  ,MALTES,Cream     ,Y,M,9,BLI BLI
D         ,Dance,CATTLEDOGX,CATTLE,BlackTan  ,Y,F,4,WITTA
D         ,Frankie,LABRADORX ,LABRAD,Black     ,Y,F,3,BLI BLI
D         ,Murphy,RETRIEVGD ,RETRIE,Gold      ,Y,F,3,BLI BLI
D         ,Dusty,JACKRUSSL ,JACKRU,BeigeWhite,Y,M,3,CALOUNDRA WEST
Cat       ,Holly,DOMSH     ,DOMSH ,Brown     ,Y,F,4,BUDERIM
D         ,Bobby,CAVOODLE  ,CAVOOD,Cream     ,Y,M,7,IMAGE FLAT
D         ,Louie,SPANIELCK ,SPANIE,Gold      ,Y,M,3,WARANA
D         ,Lola,DACHSHUNDM,DACHSH,Cream     ,Y,F,3,BARINGA
D         ,Milly,MALTESEX  ,MALTES,White     ,Y,F,4,PELICAN WATERS
Cat       ,Thomas,DOMLH     ,DOMLH ,Ginger    ,Y,M,9,BUDERIM
Cat       ,Oliver,DOMSH     ,DOMSH ,Black     ,Y,M,8,BUDERIM
D         ,Piper,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,11,BUDERIM
D         ,Sari,FOXTERRMN ,FOXTER,TriColour ,Y,F,11,BUDERIM
D         ,Oscar,DACHSHUND ,DACHSH,BlackTan  ,Y,M,8,MERIDAN PLAINS
D         ,Rusty,JACKRUSSLX,JACKRU,BlackBrind,Y,M,3,PARREARRA
D         ,Buster,COLLBORDRX,COLLBO,BlackWhite,Y,M,2,MOOLOOLAH VALLEY
Cat       ,Pia,SEMI LONG ,SEMI L,BlackWhite,Y,F,4,MOOLOOLABA
D         ,Bruce,MALTESEX  ,MALTES,BrownWhite,Y,M,3,COOLUM BEACH
D         ,Buddy,MALTESEX  ,MALTES,BrownWhite,Y,M,3,COOLUM BEACH
D         ,Boson,JACKRUSSL ,JACKRU,WhiteTan  ,Y,M,12,CURRIMUNDI
Cat       ,Pixie,DOMSH     ,DOMSH ,WhiteGrey ,Y,F,2,MOUNTAIN CREEK
D         ,Tayla,MASTIFNEPX,MASTIF,Black     ,Y,F,3,MARCOOLA
D         ,Bentley,CAVOODLE  ,CAVOOD,CaramelWht,N,M,3,BALD KNOB
D         ,Odey,JACKRUSSLX,JACKRU,BlackWhite,Y,M,12,MALENY
D         ,Django,SCHNAUZERX,SCHNAU,BrownBlack,Y,M,4,PELICAN WATERS
Cat       ,Shadow,DOMSH     ,DOMSH ,Black     ,Y,F,2,GOLDEN BEACH
D         ,Zeekeio,STAFFRDBTX,STAFFR,Brown     ,Y,M,3,PELICAN WATERS
D         ,Daisy,GREYHOUND ,GREYHO,Brindle   ,Y,F,7,TWIN WATERS
